timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,machine_status
2018-04-15 04:04:00,2.267651,48.56771,49.5225677490234,46.00694,619.6759,85.32133,13.35359,16.42795,15.77691,14.82205,45.61862,51.08349000000001,36.20303,8.272099,408.5432,,452.7578,449.4234,2.391906,649.2391,389.9046,861.1005,461.515,948.8141,614.2223,650.5915,748.6524,558.9952,1135.198,785.5711,715.2778,1037.5,768.8893,573.1674,167.5513,383.7138,919.9887,107.894,52.60416,35.15625,43.48958,35.67708,35.67708,38.80208,42.53472,37.90509,39.6412,43.40278,160.3009,49.76852,253.7616,194.1551,NORMAL
2018-07-16 21:11:00,2.499826,43.7065963745117,50.78125,44.921875,646.875,66.11324,14.78588,16.6088,16.41348,15.11863,54.43578,49.68891,37.03393,20.62925,418.2863,,466.3104,460.5365,2.511972,664.5308,399.6411,880.8812,534.1083,1091.646,628.0007,724.4395,950.7148,574.3868,892.9724,561.7687,697.6852,1053.125,1035.22,531.451,300.5515,442.0636,834.7043,5.528828,44.01041,32.29166,66.66666,33.07291,32.5520820617676,41.40625,51.79398,41.08796,42.24537,59.60648000000001,252.0255,45.4282417297363,,172.4537,NORMAL
2018-06-20 19:03:00,2.456539,48.04688,49.9131927490234,42.53472,642.4768,82.89429,14.74971,16.124129999999994,15.69734,15.11863,45.75374,34.80005,29.04558,1.0708030000000002,420.8449,,462.4955,503.1141,3.01912,668.7258,399.3618,883.1556,506.8506,981.0237,601.7989,751.1971,902.7524,456.1475,1015.538,525.7236,638.8889,881.2499,898.2236,520.993,287.2124,429.7348,825.8873,80.0595,60.9375,40.36458,57.03125,40.10416,37.5,40.36458,43.11343,38.1944427490234,41.95602,43.69213,72.33796,48.32176,162.6157,,NORMAL
2018-08-04 00:12:00,2.455556,44.357635498046896,47.309024810790994,43.359375,636.342590332031,64.98125,14.5761,16.13136,15.617770000000002,15.08247,46.5911,46.306,34.6448,12.8661,419.8208,,467.5433,469.419,2.629792,668.0823,400.0857,884.2089,536.4206,1097.566,631.3975,744.3527,918.0336,689.9968,825.1061,561.3177,684.7222,922.9166,1023.592,556.8025,311.8147,479.9721,798.6192,8.645541,48.69791,34.375,67.44791,32.55208,31.51042,39.58333,40.50926,34.432868957519496,45.13889,45.4282417297363,98.09028,52.08333,,226.2731,NORMAL
2018-08-05 13:50:00,2.503762,49.9131927490234,52.34375,45.78993,640.0462646484381,70.78628,14.74971,16.6522,15.94329,15.11863,54.58022,49.63844,37.87519,19.16433,419.8755,,463.2148,463.7139,2.550481,667.7438,399.1363,883.7682,533.3975,1094.049,630.4999,721.0637,850.0864,495.1825,793.5541,536.3317,688.4259,888.5416,928.0627,497.596,227.6799,569.2183,810.6944,17.172179999999994,57.03125,44.01041,84.89583,42.1875,38.80208,49.47916,46.00694,39.0625,55.2662,65.10416,164.9306,53.53009,,175.3472,NORMAL
2018-06-19 12:20:00,2.470313,48.69791412353521,50.824649810790994,42.404510498046896,633.6805,85.7198,14.18547,16.16753,15.49479,15.11863,44.24879,38.32489,29.784990000000004,1.453622,419.9186,,464.0373,459.957,2.4963450000000003,665.5983,399.2461,880.1876,503.9764,981.0746,602.2048,748.5895,897.4874,437.14,981.7787,585.278,98.14815,1005.729,842.3258,523.1779,333.4191,487.9557,859.2639999999999,76.47921,48.69791,45.3125,77.08333,40.10416,39.32291,48.4375,39.0625,42.53472,53.81944,48.03241,57.58102,48.900463104248,179.9769,172.4537,NORMAL
2018-07-23 22:17:00,2.510648,45.22569,52.99479,43.923610687255895,637.847229003906,63.68924000000001,14.677370000000002,16.6522,15.76968,15.08247,48.53162,57.06619,32.96164,10.4338,419.9003,,463.0166,469.4641,2.61716,665.6599,399.61800000000005,883.0493,531.7838,1088.3,625.765,736.8509,977.2037,519.991,1000.467,577.5942,780.5555,945.3124,992.6254,535.2972,334.8307,512.3968,842.2783,52.84976,40.625,31.51042,74.47916,35.41666,34.11458,46.875,103.8773,78.41435,84.49074,76.38889,406.5393,104.1667,,306.4236,NORMAL
2018-08-15 14:28:00,2.434896,49.5225677490234,53.125,45.0086784362793,638.0787353515631,71.71984,15.11863,16.42795,15.37182,15.08247,46.33942,54.65823,37.43002,11.71224,421.0764,,465.7295,466.0824,2.587108,665.2583,399.1237,883.2869999999998,535.3047,1085.607,628.5825,751.5659,847.8104,496.2964,711.9295,563.2307,752.7778,990.6249,902.2473,493.8708,213.2033,532.428,819.8998,25.62312,53.90625,34.1145820617676,80.46875,36.97916,36.71875,51.82291,46.00694,52.66204000000001,49.47917,56.42361,314.5255,58.44906999999999,,218.1713,NORMAL
2018-08-01 12:44:00,2.453588,48.480899810790994,50.95486,45.3993034362793,632.523132324219,76.3401,14.26505,16.6522,15.147570000000002,15.010129999999998,44.27413,42.72388,33.741640000000004,20.96329,421.0822,,464.6227,464.3823,2.575931,665.435,399.7194,879.2078,532.6576,1090.771,627.8168,737.3282,982.4132,488.0969,153.7291,562.2206,698.6111,945.8333,982.2172,545.3884,340.7630000000001,505.6063,848.3476,7.775391,49.73958,36.71875,79.6875,37.5,36.71875,50.0,62.21065,64.81481,91.14584,46.58565,386.5741,85.9375,,241.3194,NORMAL
2018-07-22 23:41:00,2.5076970000000003,45.8333320617676,52.60416,45.355899810790994,632.0601806640631,67.2081,14.39525,16.70284,15.65393,15.05353,43.7414,52.11396,36.94129,19.41798,420.9455,,464.4818,466.5705,2.578495,667.533,399.2737,882.1035,533.7032,1089.215,628.0981,740.4037,980.4112,523.8592,986.2458,555.9902,807.8704,1010.417,1009.182,552.5634,353.3595,512.3432,790.2963,20.22309,43.22916,34.89583,123.9583,34.375,34.89583,56.25,43.69213,39.6412,46.58565,45.13889,232.9282,58.15971999999999,,192.419,NORMAL
2018-04-21 21:25:00,2.328646,50.30382,52.77777,45.74652,640.9722,80.60079,13.35359,16.16753,15.45139,15.12587,46.78776,46.60702,33.51771,4.8528699999999985,409.3543,,451.6376,447.4892,2.371078,651.2382,390.3097,861.4501,460.1918,939.6138,578.3946,698.1127,802.9889999999998,547.1154,1160.057,809.6828,650.9259,937.4999,878.2894,579.5829,180.3334,376.6384,202.2461,111.9926,58.85416,38.02083,55.72916,38.80208,38.80208,42.70833,41.66667,42.53472,42.53472,42.24537,152.1991,59.31713000000001,229.7454,190.6829,NORMAL
2018-05-18 08:39:00,2.470313,48.220485687255895,53.1684,44.22743,629.0509,67.22367,13.41146,15.74074,15.37182,15.11863,44.92002,46.30085,32.46351,1.870586,420.1905,,462.2655,462.4486,2.545325,666.2316,399.9397,880.1297,500.3214,1003.041,630.0723,722.2828,878.6793,539.0769,1160.586,812.3001,659.7222,1019.271,859.4315,601.2713,168.6227,343.8377,286.6294,68.61761,53.90625,36.45833,67.70833,38.28125,36.97916,46.875,41.95602,40.21991,48.03241,46.875,157.9861,54.1088,232.6389,218.75,NORMAL
2018-07-10 19:06:00,2.502778,44.66146,50.60764,45.095485687255895,635.4166,88.52256,14.12037,16.124129999999994,14.96672,15.08247,44.40598,51.07138,34.05321,19.11156,419.724,,463.4012,459.8176,2.499829,662.9273,398.1633,882.9663,534.6609,1091.319,628.8823,747.4962,949.4909,499.241,1042.747,560.2211,655.0926,1047.396,966.2266,531.259,362.4758,541.8403,853.0213,60.99736,53.125,40.625,69.53125,36.19791,35.67708,42.70833,46.00694,40.21991,44.84954000000001,40.798610687255895,133.6806,59.60648000000001,,192.7083,NORMAL
2018-06-14 04:20:00,2.50081,48.00347,50.17361,42.1875,640.1619999999998,77.66789,13.46933,15.661170000000002,15.03906,15.05353,46.30956,38.15638,29.19431,0.4955201,420.3048,,463.9497,463.1809,2.54298,667.8103,398.5373,878.6013,508.7155,981.8546,598.59,748.1686,898.9382,430.3251,997.5459,696.5208,627.7778,935.9374,886.5755,519.6742,337.7002,485.5245,832.7589999999999,85.48663,53.64583,36.97916,50.78125,38.02083,34.8958320617676,38.0208320617676,36.16898,37.32639,41.08796,42.534721374511705,58.44906999999999,49.18982000000001,183.7384,203.9931,NORMAL
2018-06-27 06:21:00,2.351273,48.220485687255895,50.0868,44.8784713745117,604.9769,85.5867,13.628470000000002,16.16753,15.95052,15.08247,43.16507,38.51824000000001,26.6651,13.75018,70.05219,,71.76602,0.0,0.0,23.59128,85.07913,191.6785,0.0,150.3681,63.76917,69.23655,164.9886,379.4416,151.3693,59.33656,180.5556,265.1042,202.363,121.8864,86.02561999999998,118.3389,78.52039,20.28786,48.17708,33.85416,57.29166,32.29166,31.77083,34.89583,39.35185,34.7222213745117,41.6666679382324,35.879631042480504,76.96759,46.58565,152.4884,,NORMAL
2018-08-10 00:00:00,2.465394,47.6128463745117,50.39062,44.31424000000001,638.4259033203131,74.42886,14.85822,16.21094,15.98669,15.67564,41.42733,51.04535,36.54243,12.59779,421.0888,,464.1291,472.5349,2.646359,665.9968,401.0444,877.232,533.5385,1090.004,627.2661,749.9904,946.8458,596.9358,719.4041,545.2328,758.7963,901.0416,946.8107,496.6853,214.4322,537.4999,814.4636,0.0,46.09375,31.25,70.05208,30.98958,30.98958,40.88541,40.50926,64.23611,49.47917,39.3518524169922,272.5695,94.61806,,213.831,NORMAL
2018-04-21 17:58:00,2.328646,50.86805,52.25694,45.4427070617676,637.0369999999998,83.83498,13.34635,16.16753,15.77691,15.11863,46.98354000000001,48.96857,35.75887,5.1576010000000005,408.7652,,452.144,446.3551,2.357391,649.4861,389.8128,861.918,461.2167,936.7666,587.6990000000002,649.2397,751.4826,538.0192,1175.572,800.4785,680.5555,934.8958,872.9324,605.2283,183.1779,387.9064,201.2351,123.3855,67.96875,45.57291,64.84375,47.13541,44.79166,51.30208,45.42824,44.84954000000001,53.81944,56.42361,70.60185,53.81944,164.9306,180.8449,NORMAL
2018-06-07 10:56:00,2.5076970000000003,48.65451,52.73437118530271,43.22916412353521,631.7130000000002,69.8215,14.026329999999998,15.95775,15.32841,15.05353,48.08712,36.74825,16.40138,0.9562521,422.5537,,461.6059,464.668,2.564083,665.9829,399.476,880.6604,533.5563,981.9507,628.7375,746.9742,898.9659,429.7406,1006.437,715.8032,617.5926,904.1666,837.7533,500.064,293.8581,425.5297,845.7252,58.053,61.19791,36.97916,51.30208,41.92708,37.760414123535206,40.625,40.21991,37.61574172973629,43.4027786254883,55.55556,98.95834,52.662036895752,195.3125,215.2778,NORMAL
2018-07-10 05:52:00,2.508681,44.35764,50.1302070617676,45.746524810790994,641.6667,82.84097,13.90336,16.16753,14.90885,14.85822,44.04631,48.90368,36.93012,2.897466,419.3932,,463.7754,467.7356,2.595924,667.9292,399.7209,879.6342,534.0388,1091.427,627.562,751.71,952.5614,530.2969,1058.156,555.7017,684.7222,923.9583,920.9579,501.0765,285.6906,547.6359,854.0876,36.78277,51.04166,40.88541,56.51041,34.375,33.0729141235352,38.28125,43.69213,34.7222213745117,35.879631042480504,49.47917,154.5139,51.21528,,209.4907,NORMAL
2018-07-20 15:24:00,2.503762,45.18229,52.30035,43.359375,640.972229003906,63.4892,14.026329999999998,16.16753,15.69734,15.588829999999998,58.22161,58.62424,34.42345,10.66468,419.1835,,464.6572,458.9725,2.482478,667.5941,399.4519,880.1862,533.985,1089.094,628.0297,739.5301,976.8303,562.0792,950.5399,547.4036,787.5,971.8749,1029.0410000000004,554.2808,361.1261,536.3726,847.4539,19.95152,53.90625,36.19791,73.17708,38.80208,38.02083,45.83333,46.2963,40.50925827026371,43.40278,59.89583,137.7315,66.84028,,252.3148,NORMAL
2018-06-25 00:19:00,1.957755,48.69791412353521,51.47569,43.402774810790994,568.5186,99.9998779296875,12.55064,16.13136,14.91609,14.82205,38.78564,39.20498,27.66912,15.52096,421.7984,,464.0274,462.2445,2.534573,664.2728,400.5841,881.1624,506.0114,977.9575,597.9231,747.8217,896.0413,434.6607,811.6534,544.0033,608.7963,927.0833,725.4465,507.3846,227.7909,479.3873,831.4727,69.56882,50.0,36.19791,63.02083,33.07291,32.8125,40.10416,37.90509,35.0115737915039,39.0625,39.35185,130.4977,50.92593,148.1481,,NORMAL
2018-04-10 17:36:00,2.463426,51.86632,52.38715,44.01041412353521,626.5046,92.37738,13.02083,16.21094,15.69734,15.11863,38.33032,49.91454,14.0227,4.1090019999999985,399.4829,,438.4404,432.4921,2.243329,622.1343,373.6435,821.6387,457.9905,937.8102,584.2728,679.607,779.4009,513.2822,1041.518,756.3697,714.8148,1002.604,712.1266,483.968,157.3356,346.3776,272.9691,129.6743,51.82291,40.36458,71.35416,37.76041,38.28125,45.57291,41.95602,53.81944,54.6875,45.42824,153.6458,57.58102,226.2731,213.2523,NORMAL
2018-04-25 02:36:00,2.455556,47.74305,53.342010498046896,43.0555534362793,645.7176,79.8704,13.1004,16.24711,15.65393,15.05353,48.38062,52.22696,30.67521,1.803693,421.3654,,464.167,463.1364,2.530943,665.4025,399.2281,881.3276,456.739,938.9726,610.1666,684.7845,801.6373,507.6508,894.6121,804.6205,652.3148,903.6458,894.2133,598.2111,186.1019,370.0371,203.0,111.367,52.60416,33.59375,51.82291,36.97916,36.19791,40.625,39.641204833984396,40.2199058532715,46.875,41.6666679382324,110.5324,55.266204833984396,203.125,201.6782,NORMAL
2018-06-24 18:30:00,2.021701,49.69618,52.95139,44.22743,585.8796,99.8912,12.70255,16.21094,15.03906,14.85822,44.97379,38.33109,27.30148,18.30808,419.4786,,464.0403,439.885,2.28205,664.7821,399.9106,884.4407,504.0264,977.8729,601.325,751.0593,900.301,446.5654,1021.751,512.3392,634.7222,995.3124,735.1817,517.7455,253.302,482.0051,871.3267,73.86327,65.36458,42.96875,67.96875,41.66666,39.5833320617676,43.48958,38.77315,39.3518524169922,44.56018,47.4537,118.6343,50.92593,156.8287,,NORMAL
2018-06-15 13:22:00,2.4939240000000003,48.4375,51.38889,41.9270820617676,642.5925,74.61663,13.288479999999998,15.91435,15.03906,15.11863,52.35135,37.21861,30.4062,0.05800756,420.1651,,464.0222,459.9175,2.504177,666.8719,398.6994,872.14,504.0513,977.5853,596.6831,751.3445,900.8948,449.5286,1010.737,706.5976,646.2963,964.0624,883.6215,513.5717,324.9637,474.6675,819.2662,84.97465,53.90625,40.36458,108.5937,39.58333,40.10416,62.76041,42.24537,49.76852,57.58102,48.03241,140.0463,54.6875,222.8009,207.4653,NORMAL
2018-05-04 10:39:00,2.453588,47.17882,52.517360687255895,46.2239570617676,627.1991,80.31594,13.14381,16.13136,14.91609,14.79311,42.31695,45.64385,34.44739000000001,1.6316700000000002,34.179829999999995,,31.88511,0.0,0.0,0.0,61.40408000000001,138.4248,0.0,96.55872,0.0,55.71643,133.6843,320.1658,107.7404,112.8434,150.9259,185.4167,155.2312,92.61958,64.2199,93.14301,95.75497,134.5773,57.55208,42.96875,69.53125,40.10416,40.104164123535206,48.69791,41.956016540527294,44.84954000000001,45.13889,44.56018,173.3218,54.1088,234.375,204.5718,NORMAL
2018-07-18 21:41:00,2.499826,44.05382,50.21701,44.2274284362793,630.092590332031,75.12093,13.96123,16.420720000000006,15.11863,15.010129999999998,50.04919,51.96648,36.4431,11.22413,420.7177,,460.5316,467.9164,2.604562,663.1774,400.2234,881.574,531.3771,1089.582,624.4391,735.0273,976.4302,558.6889,958.7792,542.9079,687.9630000000002,973.4374,959.926,536.5164,369.3373,533.4203,846.9174,43.57293,45.57291,31.77083,75.78125,30.98958,32.55208,46.09375,35.87963,37.61574,47.4537,41.6666679382324,214.4097,46.875,,160.5903,NORMAL
2018-06-11 11:43:00,2.45162,51.30208,52.60416412353521,44.8784713745117,654.1666,66.21354000000001,13.35359,15.625,15.41522,14.85822,50.50827,38.02385,31.577790000000004,0.6717126,419.8241,,464.3882,461.3059,2.516098,665.7256,398.7916,888.4741,504.7259,978.1717,598.818,752.2957,899.9167,457.4631,998.6849,695.5854,624.5369999999998,859.3749,873.2914,510.5986,303.6489,442.2458,825.1609,51.94628,45.57291,40.625,60.15625,37.5,39.32291,45.57291,46.875,40.79861,43.40278,45.13889,81.01852,54.6875,182.8704,212.6736,NORMAL
2018-08-31 01:07:00,2.402431,49.08853912353521,51.86632,44.79166412353521,635.0694580078131,70.92528,15.0463,16.6522,16.1603,15.0897,41.97205,44.36591,35.02049,13.17495,419.5663,,465.4952,467.3068,2.580461,675.4669,405.4427,886.4893,543.4346,1102.36,605.5695,703.0126,795.4985,885.4753,797.3633,488.8184,639.8148,863.0208,891.326,488.7232,240.579,528.4838,803.5366,0.07843823,52.34375,31.25,57.55208,32.8125,31.770832061767607,37.76041,56.71296,43.40278,49.76852,43.6921310424805,349.2477,100.1157,,243.3449,NORMAL
2018-06-24 12:17:00,2.4614580000000004,49.69618,52.08333,43.8368034362793,638.6574,80.18268,13.17274,15.95775,14.73524,14.85822,41.51037,43.08617,35.75937000000001,0.7673342,419.9257,,464.0303,444.7932,2.345495,669.6037,399.3463,879.785,504.2032,981.7059,601.7905,749.3027,904.012,459.0747,1042.462,518.7180000000002,667.5926,948.9583,730.2477,486.462,301.5563,538.9408,859.7189,87.09769,50.0,39.32291,63.02083,36.45833,39.0625,44.27083,41.6666679382324,54.6875,60.76389,47.4537,148.7269,55.2662,223.0903,,NORMAL
2018-07-29 07:41:00,2.504745,48.35069,51.6493,45.2256927490234,638.0787353515631,69.87574000000001,14.60503,17.62153,17.21643,16.57986,44.09452,44.83758,25.9759,10.29024,421.1867,,462.586,462.4672,2.541962,665.4957,399.6479,877.8167,534.0369999999998,1090.431,629.8386,739.2726,980.5988,498.8682,903.4327,572.6499,672.2222,876.0416,966.2598,526.9802,342.6472,522.6087,842.8166,31.92271,51.04166,36.19791,79.94791,36.71875,35.67708,46.61458,46.875,62.5,110.2431,56.13426,217.5926,45.138889312744105,,133.6806,NORMAL
2018-04-20 10:58:00,1.226794,48.26389,41.49305,38.628471374511705,442.899322509766,61.15547,12.83999,15.661170000000002,15.37182,13.84549,18.90664,24.77231,20.29515,13.17916,408.7261,,449.5992,448.4854,2.418141,651.7865,389.6784,864.7567,461.0932,938.0887,615.6309,649.0295,747.5535,548.4265,1151.729,809.5849,687.5,887.4999,825.4147,590.8042,183.4834,369.8087,314.7632,149.7007,83.59375,186.7188,113.0208,56.51041,47.13541,47.39583,37.90509,38.19444,39.6412,38.77315,43.69213,46.58565,50.92593,46.2963,NORMAL
2018-07-01 22:04:00,,34.375,36.6319427490234,34.592014312744105,3.3362269401550297,99.9998779296875,,,,,0.270544,0.0868055671453476,0.0,0.0,424.5399,,469.1108,477.1228,2.705361,667.2794,400.8489,881.9265,532.53,1086.218,629.6132,758.8562,919.5835,496.8576,1047.189,530.2476,662.5,1007.812,925.5912,519.6863,273.7291,540.1504,704.6564,33.01842,26.0416660308838,21.3541660308838,26.0416660308838,21.875,23.6979160308838,26.30208,26.62037,27.199070000000006,27.488426208496104,28.067129135131804,27.199070000000006,27.7777786254883,28.935184478759798,1000.0,RECOVERING
2018-06-23 17:09:00,2.471296,50.21701,53.38541,45.4427070617676,638.1945,86.64461,13.88165,15.74797,15.07523,14.82205,40.44833,42.53891,31.91777,0.5368012,420.9618,,461.4188,480.8032,2.741403,666.1273,399.3757,881.2367,506.0617,980.2601,597.981,747.7559,897.7036,446.128,1006.794,519.31,643.0555,921.3541,716.9932,496.6411,291.2043,427.3105,770.5421,83.49514,58.59375,42.1875,66.92708,39.58333,39.0625,44.27083,41.087963104248,43.11343,52.0833320617676,46.00694,91.43519,55.5555572509766,185.4745,,NORMAL
2018-07-12 21:10:00,2.504745,45.0086784362793,49.08853912353521,43.793399810790994,643.2869999999998,75.37711,13.41146,16.1603,15.73351,15.05353,46.51687,59.99999618530271,35.31386,2.095696,420.9485,,461.3311,441.9462,2.325998,664.814,398.7965,875.2601,532.0824,1087.809,625.8631,750.9376,949.5352,534.0607,1041.71,563.6697,673.6111,1019.271,951.5654,518.9584,379.2863,560.3131,869.8972,57.25368,53.38541,36.71875,75.26041,33.07291,33.07291,41.9270820617676,50.63657,37.326389312744105,39.6412,39.0625,219.9074,80.15046,,217.0139,NORMAL
2018-07-03 19:30:00,0.1092014,36.28472,34.375,34.592014312744105,3.451967,0.0,0.02893518,0.03616898,0.02893518,0.007233796,0.25758220000000004,0.08680555,0.0,0.0,420.1942,,462.2477,461.7069,2.529979,668.2881,399.8222,879.4549,534.4351,1090.583,629.2943,758.2081,917.1015,491.6662,1050.466,512.9744,697.2222,1046.875,947.1577,522.0731,266.0134,535.8094,846.5356,50.8092,30.4687480926514,23.6979160308838,30.4687480926514,30.4687480926514,30.46875,35.67708,30.96065,31.8287,34.432868957519496,35.01157,30.96065,31.8287029266357,31.8287,31.8287029266357,RECOVERING
